6	" 82,189,589 "	" 82,741,173 "	10	" 45,670,634 "	" 46,222,218 "	+	sps3	sps2
6	" 82,777,735 "	" 128,923,670 "	10	" 82,668,486 "	" 128,814,421 "	+	sps3	sps2
7	 1 	" 127,942,400 "	9	 1 	" 129,149,534 "	+	sps3	sps2
8	 1 	" 17,068,411 "	11	 1 	" 17,068,411 "	-	sps3	sps2
8	" 17,068,411 "	" 127,899,356 "	11	" 17,068,411 "	" 127,899,356 "	+	sps3	sps2
9	 1 	" 9,208,337 "	6	" 43,784,967 "	" 52,993,304 "	-	sps3	sps2
9	" 9,208,337 "	" 11,413,704 "	6	" 52,993,304 "	" 55,492,088 "	+	sps3	sps2
9	" 11,413,704 "	" 47,902,295 "	6	" 6,804,237 "	" 43,648,114 "	-	sps3	sps2
9	" 47,902,295 "	" 68,695,103 "	6	" 71,287,916 "	" 92,080,724 "	-	sps3	sps2
9	" 68,802,908 "	" 124,774,579 "	6	" 96,821,158 "	" 153,411,454 "	+	sps3	sps2
10	 1 	" 1,722,473 "	23	 1 	" 1,722,473 "	-	sps3	sps2
10	" 1,722,473 "	" 4,455,442 "	8	 1 	" 2,732,969 "	-	sps3	sps2
10	" 4,455,442 "	" 105,334,656 "	8	" 2,732,969 "	" 104,177,812 "	+	sps3	sps2
10	" 105,334,656 "	" 123,868,388 "	23	" 14,847,255 "	" 33,380,987 "	+	sps3	sps2
11	 1 	" 28,726,965 "	12	" 41,127,242 "	" 70,049,157 "	-	sps3	sps2
11	" 28,824,751 "	" 67,221,919 "	12	 1 	" 38,397,168 "	+	sps3	sps2
11	" 67,221,919 "	" 108,247,935 "	12	" 70,049,157 "	" 111,075,173 "	+	sps3	sps2
11	" 108,247,935 "	" 110,206,910 "	12	" 38,397,168 "	" 40,356,143 "	-	sps3	sps2
12	 1 	" 106,169,555 "	13	 1 	" 107,908,999 "	+	sps3	sps2
13	 1 	" 496,899 "	14	" 5,593,960 "	" 6,090,859 "	+	sps3	sps2
13	" 496,899 "	" 5,574,786 "	14	 1 	" 5,077,887 "	+	sps3	sps2
13	" 5,574,786 "	" 6,026,868 "	14	" 5,141,878 "	" 5,593,960 "	-	sps3	sps2
13	" 6,026,868 "	" 21,839,168 "	14	" 6,192,089 "	" 22,004,389 "	+	sps3	sps2
13	" 21,839,168 "	" 22,169,477 "	14	" 33,254,469 "	" 33,584,778 "	+	sps3	sps2
13	" 22,169,477 "	" 33,430,703 "	14	" 22,004,389 "	" 33,254,469 "	-	sps3	sps2
13	" 33,430,703 "	" 95,067,478 "	14	" 33,584,778 "	" 95,197,326 "	+	sps3	sps2
14	 1 	" 88,282,628 "	15	 1 	" 88,282,628 "	+	sps3	sps2
15	 1 	" 2,037,570 "	16	" 9,586,155 "	" 11,623,725 "	-	sps3	sps2
15	" 2,037,570 "	" 43,296,061 "	16	" 11,623,725 "	" 52,882,216 "	+	sps3	sps2
15	" 43,296,061 "	" 45,458,354 "	16	" 52,882,216 "	" 55,048,112 "	-	sps3	sps2
15	" 45,458,354 "	" 46,223,963 "	16	" 55,082,912 "	" 55,848,521 "	-	sps3	sps2
15	" 46,223,963 "	" 49,880,139 "	16	" 55,848,521 "	" 59,504,697 "	+	sps3	sps2
15	" 49,880,139 "	" 51,624,452 "	16	" 59,504,697 "	" 61,484,214 "	-	sps3	sps2
15	" 51,624,452 "	" 52,445,361 "	16	" 61,484,214 "	" 62,305,123 "	-	sps3	sps2
15	" 52,445,361 "	" 53,188,927 "	16	" 67,376,210 "	" 68,119,776 "	+	sps3	sps2
15	" 53,188,927 "	" 58,260,014 "	16	" 62,305,123 "	" 67,376,210 "	-	sps3	sps2
15	" 58,260,014 "	" 65,758,431 "	16	" 68,119,776 "	" 75,618,193 "	+	sps3	sps2
15	" 65,758,431 "	" 66,246,181 "	16	" 75,618,193 "	" 76,105,943 "	-	sps3	sps2
15	" 66,246,181 "	" 69,092,745 "	16	" 76,105,943 "	" 78,952,507 "	+	sps3	sps2
15	" 69,092,745 "	" 70,530,097 "	16	" 6,243,113 "	" 7,680,465 "	-	sps3	sps2
15	" 70,530,097 "	" 72,162,170 "	16	" 7,954,082 "	" 9,586,155 "	+	sps3	sps2
15	" 72,162,170 "	" 77,520,641 "	16	" 884,642 "	" 6,243,113 "	+	sps3	sps2
16	 1 	" 786,815 "	17	 1 	" 786,815 "	-	sps3	sps2
16	" 1,132,759 "	" 20,870,376 "	17	" 786,815 "	" 20,482,239 "	+	sps3	sps2
16	" 20,870,376 "	" 24,678,169 "	17	" 20,482,239 "	" 24,290,032 "	-	sps3	sps2
16	" 24,678,169 "	" 30,054,550 "	17	" 24,290,032 "	" 29,666,413 "	+	sps3	sps2
16	" 30,054,550 "	" 31,522,959 "	17	" 29,724,734 "	" 31,193,143 "	-	sps3	sps2
16	" 31,522,959 "	" 33,842,208 "	17	" 52,659,335 "	" 54,978,584 "	+	sps3	sps2
16	" 33,842,208 "	" 54,589,527 "	17	" 31,193,143 "	" 52,659,335 "	-	sps3	sps2
16	" 54,589,527 "	" 69,533,225 "	17	" 60,775,236 "	" 75,751,691 "	-	sps3	sps2
16	" 69,533,225 "	" 72,841,329 "	17	" 57,467,132 "	" 60,775,236 "	+	sps3	sps2
16	" 72,841,329 "	" 75,329,877 "	17	" 54,978,584 "	" 57,467,132 "	-	sps3	sps2
17	 1 	" 74,251,337 "	19	 1 	" 74,498,276 "	+	sps3	sps2
18	 1 	" 43,180,827 "	18	" 31,513,813 "	" 74,905,797 "	-	sps3	sps2
18	" 43,180,827 "	" 44,234,494 "	21	" 23,623,964 "	" 24,677,631 "	-	sps3	sps2
18	" 44,234,494 "	" 51,792,264 "	21	" 24,677,631 "	" 32,235,401 "	+	sps3	sps2
18	" 51,792,264 "	" 52,268,298 "	21	" 32,235,401 "	" 32,711,435 "	-	sps3	sps2
18	" 52,706,232 "	" 73,748,586 "	21	" 32,711,435 "	" 54,046,183 "	+	sps3	sps2
19	 1 	" 26,157,384 "	20	 1 	" 26,157,384 "	-	sps3	sps2
19	" 26,200,804 "	" 59,251,557 "	20	" 26,566,560 "	" 59,617,313 "	+	sps3	sps2
20	 1 	" 2,219,451 "	8	" 104,177,812 "	" 106,397,263 "	-	sps3	sps2
20	" 2,219,451 "	" 13,256,152 "	8	" 106,397,263 "	" 117,433,964 "	-	sps3	sps2
20	" 13,256,152 "	" 25,408,591 "	8	" 117,433,964 "	" 129,586,403 "	+	sps3	sps2
20	" 25,408,591 "	" 32,975,611 "	23	" 7,280,235 "	" 14,847,255 "	-	sps3	sps2
20	" 32,975,611 "	" 33,705,107 "	23	" 6,133,374 "	" 6,862,870 "	+	sps3	sps2
20	" 33,705,107 "	" 34,122,472 "	23	" 6,862,870 "	" 7,280,235 "	-	sps3	sps2
20	" 34,122,472 "	" 36,324,427 "	23	" 3,931,419 "	" 6,133,374 "	-	sps3	sps2
20	" 36,324,427 "	" 36,663,043 "	23	" 3,294,311 "	" 3,632,927 "	+	sps3	sps2
20	" 36,663,043 "	" 37,948,348 "	23	" 1,722,473 "	" 3,007,778 "	+	sps3	sps2
21	" 50,952 "	" 15,923,753 "	18	 1 	" 16,237,035 "	+	sps3	sps2
21	" 15,930,741 "	" 17,579,862 "	18	" 16,237,035 "	" 17,890,180 "	-	sps3	sps2
21	" 17,956,818 "	" 18,367,837 "	18	" 18,139,076 "	" 18,550,095 "	-	sps3	sps2
21	" 18,367,837 "	" 27,217,647 "	18	" 18,550,095 "	" 27,399,905 "	+	sps3	sps2
21	" 27,244,638 "	" 27,777,336 "	18	" 28,382,070 "	" 28,914,768 "	-	sps3	sps2
21	" 27,849,866 "	" 29,478,690 "	18	" 28,914,768 "	" 30,543,592 "	+	sps3	sps2
22	 1 	" 3,679,411 "	6	" 55,492,088 "	" 61,615,981 "	+	sps3	sps2
22	" 3,679,411 "	" 9,456,898 "	6	" 61,615,981 "	" 67,393,468 "	-	sps3	sps2
22	" 9,456,898 "	" 9,865,350 "	6	" 69,212,227 "	" 69,620,679 "	+	sps3	sps2
22	" 9,865,350 "	" 11,684,109 "	6	" 67,393,468 "	" 69,212,227 "	-	sps3	sps2
22	" 11,684,109 "	" 12,625,553 "	6	" 69,840,008 "	" 70,781,452 "	+	sps3	sps2
22	" 12,625,553 "	" 17,139,014 "	6	" 92,080,724 "	" 96,821,158 "	-	sps3	sps2
22	" 17,139,014 "	" 23,574,200 "	6	 1 	" 6,599,201 "	-	sps3	sps2
23	 1 	" 19,061,985 "	21	 1 	" 19,939,948 "	+	sps3	sps2
X	" 7,518 "	" 135,506,135 "	X	 1 	" 135,498,617 "	+	sps3	sps2
X	" 135,506,135 "	" 135,970,116 "	X	" 135,498,617 "	" 135,962,598 "	-	sps3	sps2
X	" 135,970,116 "	" 150,028,904 "	X	" 136,120,904 "	" 150,179,692 "	+	sps3	sps2
